,Location,Total sqft,price,area_type,availability,bhk,type,housing_type
2674,Vikhroli,1020,140.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2675,Goregaon East,1390,280.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2676,Goregaon East,1400,240.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2677,Ghansoli,1200,165.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2678,Seawoods,1350,210.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2679,Kalwa,1100,127.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2680,Naigaon East,560,26.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2681,Naigaon East,600,23.0,Built-up  Area,Ready To Move,1,BHK,Apartment
2682,Naigaon East,500,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2683,Naigaon East,540,24.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
2684,Powai,1363,298.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2685,Powai,1365,265.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2686,Powai,1650,275.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2687,Byculla,1315,459.99999999999994,Built-up  Area,Ready To Move,2,BHK,Apartment
2688,Mazgaon,650,180.0,Built-up  Area,Not Ready Yet,1,BHK,Apartment
2689,Mazgaon,600,170.0,Plot  Area,Ready To Move,1,BHK,Apartment
2690,Mumbai Central,870,380.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2691,Mazagaon,1800,618.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2692,Mazgaon,920,369.0,Plot  Area,Ready To Move,2,BHK,Apartment
2693,Agripada,975,368.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2694,Byculla,1650,445.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2695,Mazgaon,2250,1100.0,Built-up  Area,Ready To Move,4,BHK,Apartment
2696,Agripada,1020,370.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2697,Agripada,3500,1011.0,Super built-up  Area,Ready To Move,4,BHK,Apartment
2698,Byculla,850,225.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2699,Byculla,720,237.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2700,Agripada,1350,670.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2701,Byculla,1743,568.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2702,Mazgaon,800,381.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2703,Madanpura,1650,467.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2704,Byculla,945,190.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2705,Agripada,680,340.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2706,Kalwa,620,60.0,Built-up  Area,Ready To Move,1,BHK,Apartment
2707,Kalwa,575,60.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2708,Kalwa,1225,125.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2709,Goregaon East,850,135.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2710,Goregaon East,850,120.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2711,Goregaon East,1050,145.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2712,Malad East,1650,350.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2713,Malad East,1050,235.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2714,Malad East,1050,250.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2715,Goregaon East,1650,600.0,Built-up  Area,Not Ready Yet,3,BHK,Apartment
2716,Goregaon East,2550,1200.0,Super built-up  Area,Not Ready Yet,4,BHK,Apartment
2717,Malad East,1120,235.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2718,Malad West,1250,250.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2719,Malad West,1500,450.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2720,Malad West,2100,650.0,Built-up  Area,Ready To Move,4,BHK,Apartment
2721,Kalwa,1100,127.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2722,Kalwa,985,102.0,Built-up  Area,Not Ready Yet,2,BHK,Apartment
2723,Malad East,1167,204.99999999999997,Super built-up  Area,Ready To Move,2,BHK,Apartment
2724,Malad East,695,140.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2725,Kharghar,638,89.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2726,Kharghar,1178,129.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2727,Kharghar,769,115.99999999999999,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2728,Kharghar,938,102.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2729,Malad East,1850,370.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2730,Thane West,429,82.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2731,Thane West,636,124.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2732,Thane West,629,123.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2733,Seawoods,1500,225.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2734,Sanpada,1185,185.0,Plot  Area,Ready To Move,2,BHK,Apartment
2735,Belapur,1550,170.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2736,Vashi,1500,225.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2737,Koper Khairane,1150,135.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2738,Vashi,1500,235.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2739,Seawoods,1680,250.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2740,Nerul,2100,345.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2741,Panvel,1080,83.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2742,Panvel,1260,110.00000000000001,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2743,Seawoods,1303,193.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2744,Ghansoli,1850,260.0,Built-up  Area,Not Ready Yet,3,BHK,Apartment
2745,Ghansoli,1300,165.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2746,Kharghar,1080,95.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2747,Mira Road East,560,65.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2748,Borivali West,525,98.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2749,Dahisar,820,175.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2750,Mira Road East,580,63.0,Built-up  Area,Ready To Move,1,BHK,Apartment
2751,Dahisar West,570,98.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2752,Dahisar West,580,98.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2753,Borivali West,780,175.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2754,Borivali West,570,114.99999999999999,Super built-up  Area,Ready To Move,1,BHK,Apartment
2755,Kalwa,910,95.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2756,Ghatkopar West,1281,360.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2757,Ghatkopar West,1043,240.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2758,Ghatkopar West,1860,471.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2759,Kalwa,575,62.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2760,Kalwa,775,75.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2761,Kalwa,600,60.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2762,Kalwa,685,70.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2763,Kalwa,650,70.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2764,Jogeshwari East,1380,195.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2765,Kalwa,645,52.0,Built-up  Area,Ready To Move,1,BHK,Apartment
2766,Kalwa,685,71.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2767,Goregaon East,1750,350.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2768,Kalyan West,595,50.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2769,Kalyan West,990,58.5,Super built-up  Area,Ready To Move,2,BHK,Apartment
2770,kasaradavali thane west,605,45.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2771,Dahisar Navi mumbai,1200,33.5,Super built-up  Area,Ready To Move,2,BHK,Apartment
2772,kasaradavali thane west,900,72.0,Plot  Area,Ready To Move,2,BHK,Apartment
2773,Malad East,690,135.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2774,Bhandup West,1400,250.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2775,Jogeshwari East,1244,300.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2776,Bandra West,1300,525.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2777,Khar,1550,585.0,Plot  Area,Ready To Move,3,BHK,Apartment
2778,Bandra West,1350,525.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2779,Bandra West,1500,575.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2780,Bandra West,1800,700.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2781,Bandra West,1400,575.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2782,Khar West,1500,700.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2783,Bandra West,1200,450.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2784,Santacruz West,1500,550.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2785,Khar West,1300,550.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2786,Khar West,1500,700.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2787,Bandra West,1400,525.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2788,Bandra West,900,385.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2789,Santacruz West,2000,825.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2790,Bandra West,1040,425.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2791,Bandra West,1000,450.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2792,Bandra West,1000,325.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2793,Bandra West,1000,425.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2794,Bandra West,950,350.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2795,Bandra West,1000,325.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2796,Bandra West,1000,380.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2797,Bandra West,1200,500.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2798,Bandra West,1000,450.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2799,Bandra West,1100,450.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2800,Bandra West,1000,400.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2801,Bandra West,1000,475.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2802,Khar West,950,290.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2803,Bandra West,1250,550.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2804,Bandra West,1000,459.99999999999994,Built-up  Area,Ready To Move,2,BHK,Apartment
2805,Bandra West,1350,475.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2806,Kalwa,530,65.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2807,Kalwa,445,55.0,Built-up  Area,Not Ready Yet,1,BHK,Apartment
2808,Kalwa,600,54.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2809,Sion,1335,493.0,Super built-up  Area,Not Ready Yet,4,BHK,Apartment
2810,Sion,1273,470.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2811,Sion,938,347.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2812,Chembur,1150,320.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2813,Chembur,1050,300.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2814,Chembur,1000,300.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2815,Powai,1690,665.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2816,Jogeshwari West,1042,160.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2817,Jogeshwari West,1200,280.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2818,Jogeshwari West,700,118.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2819,Jogeshwari West,700,120.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2820,Jogeshwari West,1475,350.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2821,Byculla,990,254.99999999999997,Super built-up  Area,Ready To Move,2,BHK,Apartment
2822,Mira Road East,730,62.0,Plot  Area,Not Ready Yet,1,BHK,Apartment
2823,Mazgaon,1120,204.99999999999997,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2824,Byculla,550,150.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2825,Wadala,1494,320.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2826,Wadala,1811,380.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2827,Girgaon,1039,225.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2828,Mazgaon,932,225.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2829,Mazgaon,726,229.99999999999997,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2830,Mazgaon,660,165.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2831,Agripada,3646,1200.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2832,Dahisar,1424,300.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2833,Santacruz East,1188,400.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2834,Kurla,1250,210.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2835,Santacruz East,3200,750.0,Super built-up  Area,Ready To Move,5,BHK,Apartment
2836,Mira Road East,715,68.0,Built-up  Area,Ready To Move,1,BHK,Apartment
2837,Mira Road East,715,65.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2838,Kalwa,685,76.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2839,Kalwa,700,77.0,Built-up  Area,Not Ready Yet,1,BHK,Apartment
2840,Kalwa,630,62.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2841,Kalwa,575,65.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2842,Kalwa,820,86.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2843,Kalwa,1305,135.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2844,Kalwa,850,95.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2846,Koper Khairane,1050,100.0,Plot  Area,Ready To Move,2,BHK,Apartment
2847,Seawoods,1100,240.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2848,Kharghar,1989,231.99999999999997,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2849,Ghansoli,1000,105.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2850,Vashi,1100,161.0,Carpet  Area,Ready To Move,2,BHK,Apartment
2851,Bandra West,1000,500.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2852,Bandra West,900,305.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2853,Khar West,1000,450.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2854,Bandra West,1050,475.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2855,Bandra West,900,400.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2856,Bandra West,900,425.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2857,Bandra West,1000,457.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2858,Bandra West,1200,475.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2859,Bandra West,1000,340.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2860,Bandra West,900,375.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2861,Bandra West,1000,600.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2862,Bandra West,1000,650.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2863,Bandra West,1000,500.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2864,Bandra West,1100,400.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2865,Bandra West,1100,850.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2866,Khar West,1000,300.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2867,Bandra West,850,300.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2868,Bandra West,1000,500.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2869,Bandra West,1000,400.0,Plot  Area,Ready To Move,2,BHK,Apartment
2870,Bandra West,1000,325.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2871,Khar West,1000,400.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2872,Bandra West,1100,400.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2873,Khar West,1100,500.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2874,Khar West,900,325.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2875,Bandra West,1200,600.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2876,Bandra West,1050,400.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2877,Bandra West,1500,600.0,Carpet  Area,Ready To Move,3,BHK,Apartment
2878,Bandra West,2200,650.0,Built-up  Area,Ready To Move,4,BHK,Apartment
2879,Bandra West,1600,650.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2880,Khar West,1400,600.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2881,Bandra West,1300,650.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2882,Bandra West,1200,450.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2883,Khar,1500,575.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2884,Bandra West,1300,700.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2885,Bandra West,1600,550.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2886,Bandra West,1250,465.00000000000006,Built-up  Area,Ready To Move,3,BHK,Apartment
2887,Bandra West,1500,650.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2888,Bandra West,1400,540.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2889,Lower Parel,1473,409.99999999999994,Super built-up  Area,Ready To Move,2,BHK,Apartment
2890,Prabhadevi,1850,725.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2891,Prabhadevi,1897,675.0,Built-up  Area,Ready To Move,3,BHK,Apartment
2892,Chembur,1092,180.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2893,Byculla,660,160.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2894,Mazgaon,660,150.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2895,Lower Parel,1473,399.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2896,Mazgaon,550,145.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2897,Mazagaon,1277,450.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2898,Seawoods,1300,290.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2899,Seawoods,1200,260.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2900,Seawoods,1500,310.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2901,Seawoods,1050,210.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2902,Kharghar,1555,178.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2903,Koper Khairane,600,56.0,Built-up  Area,Ready To Move,1,BHK,Apartment
2904,Ghansoli,1200,190.0,Built-up  Area,Not Ready Yet,2,BHK,Apartment
2905,Ghansoli,650,83.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2906,Koper Khairane,1000,105.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2907,Koper Khairane,650,68.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2908,Dahisar Navi mumbai,1200,35.0,Built-up  Area,Ready To Move,2,BHK,Apartment
2909,Kandivali East,400,58.0,Built-up  Area,Ready To Move,1,BHK,Apartment
2910,Mulund East,810,197.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2911,Mulund East,1146,276.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2912,Mulund East,977,235.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2913,Mulund East,750,177.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2914,Bhandup West,465,97.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2915,Bhandup West,630,130.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2916,Naigaon East,621,42.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2917,Naigaon East,1040,52.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2918,Naigaon East,621,42.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2919,Naigaon East,621,41.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2920,Naigaon East,620,40.0,Built-up  Area,Ready To Move,1,BHK,Apartment
2921,Naigaon East,1030,55.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2922,Naigaon East,1025,54.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2923,Naigaon East,1020,53.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
2924,Naigaon East,655,38.5,Built-up  Area,Ready To Move,1,BHK,Apartment
2925,Naigaon East,655,38.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2926,Naigaon East,625,37.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
2927,Naigaon East,650,36.5,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2928,Mazgaon,524,135.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2929,Bhayandar East,750,86.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
2930,Bhayandar East,750,78.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2931,Mira Road East,1550,144.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2932,Mira Road East,1550,139.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2933,Mira Road East,1550,137.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
2934,Mira Road East,1550,135.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
2935,Mira Road East,990,113.99999999999999,Super built-up  Area,Ready To Move,2,BHK,Apartment
2936,Mira Road East,990,110.00000000000001,Super built-up  Area,Ready To Move,2,BHK,Apartment
2937,Mira Road East,990,100.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
2938,Mira Road East,715,73.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
2939,Mira Road East,715,70.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
